issue_number,OriginationPhase,DetectionPhase,Category,Priority,Status,created_at,closed_at,Author
3679,Design,Coding,Inquiry,High,inProgress,4/14/2020,,"Kuhic, Heber"
3680,Documentation,Field,Enhancement,Major,pendingReview,6/5/2020,,"Schaden, Lamont"
3681,Design,Testing,Bug,Critical,Approved,6/6/2020,,"Schumm, Sam"
3682,Requirements,Coding,Bug,High,pendingReview,6/7/2020,,"Graham, Oswald"
3683,Requirements,Design,Inquiry,Low,pendingReview,6/8/2020,,"Lindgren, Alfonso"
3684,Testing,Field,Bug,Medium,pendingReview,6/9/2020,,"Osinski, Colt"
3685,Documentation,Field,Enhancement,Major,pendingReview,6/10/2020,,"Prohaska, Madalyn"
3686,Design,Coding,Inquiry,Low,Approved,6/11/2020,,"Strosin, Amya"
3687,Testing,Field,Bug,Medium,Approved,6/12/2020,,"Koch, Robert"
3688,Documentation,Field,Enhancement,Major,pendingReview,6/13/2020,,"Berge, Ron"
3689,Testing,Field,Bug,Medium,Completed,4/13/2020,4/14/2020,"Witting, Tristin"
3690,Documentation,Field,Enhancement,Major,pendingReview,4/14/2020,,"Reilly, Mallory"
3691,Design,Testing,Inquiry,Critical,Approved,4/15/2020,,"Prohaska, Madalyn"
3692,Requirements,Coding,Bug,High,inProgress,4/16/2020,7/24/2020,"Pacocha, Peggie"
3693,Requirements,Design,Inquiry,Low,Rejected,4/17/2020,,"Bechtelar, Shakira"
3694,Testing,Field,Bug,Medium,Rejected,4/18/2020,7/26/2020,"Steuber, Rory"
3695,Documentation,Field,Enhancement,Major,Rejected,4/19/2020,,"Hegmann, Courtney"
3696,Design,Coding,Inquiry,High,Rejected,4/20/2020,,"Boyer, Camille"
3697,Requirements,Testing,Bug,High,Completed,4/21/2020,7/29/2020,"Strosin, Clair"
3698,Testing,Field,Bug,Medium,Completed,4/22/2020,7/30/2020,"Smith, Terrence"
3699,Testing,Field,Bug,Medium,Approved,4/9/2020,,"Farrell, Christine"
3700,Documentation,Field,Enhancement,Major,Approved,4/10/2020,,"Pacocha, Maeve"
3701,Design,Coding,Inquiry,Low,Approved,4/11/2020,,"Dickinson, Verda"
3702,Testing,Field,Bug,Medium,Approved,4/12/2020,,"Farrell, Christine"
3703,Documentation,Field,Enhancement,Major,pendingReview,4/13/2020,,"Conn, Kavon"
3704,Design,Coding,Inquiry,High,inProgress,4/14/2020,,"Wintheiser, Reyes"
3705,Documentation,Field,Enhancement,Major,pendingReview,6/5/2020,,"Powlowski, Ona"
3706,Design,Testing,Bug,Critical,Approved,6/6/2020,,"Schmitt, Yasmine"
3707,Requirements,Coding,Bug,High,Completed,6/7/2020,7/12/2020,"Waelchi, Dawn"
3708,Requirements,Design,Inquiry,Low,Completed,6/8/2020,,"Torp, Barney"
3709,Testing,Field,Bug,Medium,Completed,6/9/2020,7/14/2020,"Schuster, Jo"
3710,Documentation,Field,Enhancement,Major,Completed,6/10/2020,,"Kunde, Berta"
3711,Design,Coding,Inquiry,Low,Completed,6/11/2020,,"Barton, Mckayla"
3712,Testing,Field,Bug,Medium,Completed,6/12/2020,7/17/2020,"Larson, Remington"
3713,Documentation,Field,Enhancement,Major,Completed,6/13/2020,7/18/2020,"Witting, Jillian"
3714,Documentation,Field,Enhancement,Major,Completed,4/10/2020,7/19/2020,"Dickinson, Verda"
3715,Design,Coding,Inquiry,Low,Completed,4/11/2020,,"Okuneva, Markus"
3716,Testing,Field,Bug,Medium,Completed,4/12/2020,7/21/2020,"Powlowski, Ona"
3717,Documentation,Field,Enhancement,Major,pendingReview,4/13/2020,,"Keeling, Woodrow"
3718,Design,Coding,Inquiry,High,inProgress,4/14/2020,,"Mueller, Amya"
3719,Documentation,Field,Enhancement,Major,pendingReview,6/5/2020,,"Schmitt, Yasmine"
3720,Design,Testing,Bug,Critical,Approved,6/6/2020,,"Dickinson, Verda"
3721,Requirements,Coding,Bug,High,pendingReview,6/7/2020,,"Dickinson, Verda"
3722,Coding,Testing,Bug,Low,Completed,3/2/2020,3/3/2020,"Gorczany, Mason"
3723,Design,Coding,Inquiry,High,inProgress,3/3/2020,,"Lynch, Cheyanne"
3724,Coding,Testing,Bug,Low,Completed,3/4/2020,3/15/2020,"Dietrich, Lamar"
3725,Testing,Field,Enhancement,Medium,Completed,3/5/2020,3/16/2020,"Kuvalis, Hazel"
3726,Design,Testing,Inquiry,Critical,Approved,3/6/2020,,"Cronin, Roxanne"
3727,Requirements,Coding,Bug,High,inProgress,3/7/2020,,"Barton, Mckayla"
3728,Requirements,Design,Inquiry,Low,Rejected,3/8/2020,3/19/2020,"Kiehn, Mollie"
3729,Testing,Field,Bug,Medium,Completed,3/9/2020,3/10/2020,"Wisozk, Sonny"
3730,Documentation,Field,Inquiry,Major,pendingReview,3/10/2020,,"Windler, Layne"
3731,Design,Testing,Enhancement,High,Approved,4/11/2020,4/12/2020,"Becker, Lesly"
3732,Requirements,Design,Inquiry,Low,Rejected,4/12/2020,4/13/2020,"Jakubowski, Priscilla"
3733,Testing,Field,Bug,Medium,Completed,4/13/2020,4/14/2020,"Schimmel, Margarete"
3734,Documentation,Field,Enhancement,Major,pendingReview,3/14/2020,,"Keeling, Woodrow"
3735,Design,Testing,Inquiry,Critical,Approved,3/15/2020,,"Hodkiewicz, Jayson"
3736,Requirements,Coding,Bug,High,inProgress,7/16/2020,8/24/2020,"Collier, Meggie"
3737,Requirements,Design,Inquiry,Low,Rejected,7/17/2020,8/25/2020,"Turcotte, Aletha"
3738,Testing,Field,Bug,Medium,Rejected,7/18/2020,8/26/2020,"Beatty, Bobbie"
3739,Documentation,Field,Enhancement,Major,Rejected,7/19/2020,,"Hodkiewicz, Jayson"
3740,Design,Coding,Inquiry,High,Rejected,7/20/2020,8/28/2020,"Dickinson, Verda"
3741,Requirements,Testing,Bug,High,Completed,7/21/2020,8/29/2020,"Strosin, Clair"
3742,Design,Coding,Inquiry,High,inProgress,3/3/2020,,"Becker, Lesly"
3743,Coding,Testing,Bug,Low,Completed,3/4/2020,3/28/2020,"Kunde, Amalia"
3744,Testing,Field,Enhancement,Medium,Completed,3/5/2020,3/29/2020,"Hartmann, Kody"
3745,Design,Testing,Inquiry,Critical,Approved,3/6/2020,,"Streich, Libbie"
3746,Coding,Testing,Bug,Low,Completed,3/4/2020,3/15/2020,"Wisoky, Toy"
3747,Testing,Field,Enhancement,Medium,Completed,3/5/2020,3/16/2020,"Friesen, Millie"
3748,Design,Testing,Inquiry,Critical,Approved,3/6/2020,,"Nader, Johnson"
3749,Requirements,Coding,Bug,High,inProgress,3/7/2020,,"Welch, Cielo"
3750,Requirements,Design,Inquiry,Low,Rejected,3/12/2020,3/13/2020,"Kunde, Amalia"
3751,Testing,Field,Bug,Medium,Completed,3/13/2020,3/14/2020,"Rohan, Justyn"
3752,Documentation,Field,Enhancement,Major,pendingReview,3/14/2020,,"Beatty, Bobbie"
3753,Design,Testing,Inquiry,Critical,Approved,3/15/2020,,"Bechtelar, Shakira"
3754,Requirements,Coding,Bug,High,inProgress,3/16/2020,,"Keeling, Woodrow"
3755,Requirements,Design,Inquiry,Low,Rejected,3/17/2020,3/25/2020,"Welch, Cielo"
3756,Testing,Field,Bug,Medium,Completed,3/18/2020,3/26/2020,"Friesen, Millie"
3757,Documentation,Field,Enhancement,Major,pendingReview,3/19/2020,,"Mraz, Imelda"
3758,Design,Coding,Inquiry,High,inProgress,3/20/2020,,"Beatty, Bobbie"
3759,Requirements,Testing,Bug,High,Completed,3/17/2020,3/25/2020,"Gerlach, Orin"
3760,Testing,Field,Bug,Medium,Completed,2/27/2020,3/18/2020,"Reinger, Shania"
3761,Documentation,Field,Enhancement,Major,pendingReview,2/28/2020,,"Marks, Jamaal"
3762,Design,Coding,Inquiry,High,inProgress,3/1/2020,3/20/2020,"Streich, Libbie"
3763,Coding,Testing,Bug,Low,Completed,3/2/2020,3/3/2020,"Reinger, Shania"
3764,Design,Coding,Inquiry,High,inProgress,3/3/2020,3/4/2020,"Schmitt, Katlynn"
3765,Coding,Testing,Bug,Low,Completed,3/4/2020,3/15/2020,"Hand, Zora"
3766,Testing,Field,Enhancement,Medium,Completed,3/5/2020,3/16/2020,"Runte, Deron"
3767,Design,Testing,Inquiry,Critical,Approved,3/6/2020,,"Schimmel, Margarete"
3768,Requirements,Coding,Bug,Critical,inProgress,3/7/2020,,"Mraz, Imelda"
3769,Requirements,Design,Inquiry,Low,Rejected,3/8/2020,3/19/2020,"Waelchi, Dawn"
3770,Testing,Field,Bug,Medium,Completed,3/9/2020,3/10/2020,"Gorczany, Manley"
3771,Documentation,Field,Inquiry,Major,pendingReview,3/10/2020,,"Marks, Jamaal"
3772,Design,Testing,Enhancement,High,Approved,3/11/2020,,"Conroy, Jaeden"
3773,Requirements,Design,Inquiry,Low,Rejected,3/12/2020,3/13/2020,"Keeling, Woodrow"
3774,Testing,Field,Bug,Medium,Completed,2/13/2020,3/7/2020,"Rohan, Justyn"
3775,Documentation,Field,Enhancement,Major,pendingReview,1/5/2020,,"Batz, Luisa"
3776,Design,Testing,Bug,Critical,Approved,1/6/2020,,"Beatty, Bobbie"
3777,Requirements,Coding,Bug,High,inProgress,1/7/2020,,"Barrows, Zella"
3778,Requirements,Design,Inquiry,Low,Rejected,1/8/2020,4/3/2020,"Pacocha, Maeve"
3779,Testing,Field,Bug,Medium,Completed,1/9/2020,4/10/2020,"Kihn, Cydney"
3780,Documentation,Field,Enhancement,Major,pendingReview,10/10/2020,,"Schuster, Jo"
3781,Design,Coding,Inquiry,Low,inProgress,10/11/2020,,"Parisian, Eriberto"
3782,Testing,Field,Bug,Medium,Completed,10/12/2020,10/15/2020,"Conn, Kavon"
3783,Documentation,Field,Enhancement,Major,pendingReview,10/13/2020,,"Streich, Libbie"
3784,Design,Coding,Inquiry,High,inProgress,10/14/2020,,"Bahringer, Itzel"
3785,Coding,Testing,Bug,Low,Completed,10/15/2020,10/18/2020,"West, Karlee"
3786,Design,Coding,Inquiry,High,inProgress,10/16/2020,,"Hartmann, Kody"
3787,Coding,Testing,Bug,Low,Completed,10/17/2020,10/20/2020,"Miller, Lyla"
3788,Testing,Field,Enhancement,Medium,Completed,10/18/2020,10/21/2020,"Powlowski, Ona"
3789,Design,Testing,Inquiry,Critical,Approved,10/19/2020,10/22/2020,"Legros, Gwendolyn"
3790,Testing,Field,Bug,Medium,Completed,10/20/2020,,"Farrell, Christine"
3791,Documentation,Field,Enhancement,Major,pendingReview,10/21/2020,,"Heathcote, Mylene"
3792,Design,Coding,Inquiry,High,inProgress,10/22/2020,,"Wisozk, Sonny"
3793,Coding,Testing,Bug,Low,Completed,3/2/2020,3/26/2020,"DuBuque, Terrance"
3794,Design,Coding,Inquiry,High,inProgress,3/3/2020,,"Veum, Angel"
3795,Testing,Field,Bug,Medium,Completed,2/27/2020,3/18/2020,"Bruen, Ena"
3796,Documentation,Field,Enhancement,Major,pendingReview,2/28/2020,,"Donnelly, Reta"
3797,Design,Coding,Inquiry,High,inProgress,3/1/2020,,"Marvin, Leta"
3798,Coding,Testing,Bug,Low,Completed,3/2/2020,3/3/2020,"Schinner, Chauncey"
3799,Design,Coding,Inquiry,High,inProgress,3/3/2020,,"DuBuque, Terrance"
3800,Coding,Testing,Bug,Low,Completed,12/4/2020,12/15/2020,"Marvin, Herman"
3801,Testing,Field,Enhancement,Medium,Completed,12/5/2020,12/16/2020,"Schmidt, Beryl"
3802,Design,Testing,Inquiry,Critical,Approved,12/6/2020,,"Klein, Mollie"
3803,Requirements,Coding,Inquiry,High,inProgress,12/7/2020,,"Hickle, Dortha"
3804,Requirements,Design,Inquiry,Low,Rejected,12/8/2020,12/19/2020,"Rau, Erica"
3805,Testing,Field,Inquiry,Medium,Completed,12/9/2020,12/20/2020,"Marvin, Leta"
3806,Documentation,Field,Inquiry,Major,pendingReview,12/10/2020,,"Hegmann, London"
3807,Design,Testing,Enhancement,High,Approved,12/11/2020,,"Wilkinson, Frieda"
3808,Requirements,Design,Inquiry,Low,Rejected,12/12/2020,12/13/2020,"Mueller, Karelle"
3809,Testing,Field,Bug,Medium,Completed,12/13/2020,12/14/2020,"Bruen, Ena"
3810,Documentation,Field,Enhancement,Major,pendingReview,12/14/2020,,"Ritchie, Roslyn"
3811,Design,Testing,Inquiry,Critical,Approved,12/15/2020,,"Weissnat, Aniyah"
3812,Requirements,Coding,Bug,High,inProgress,12/16/2020,,"Witting, Ashly"
3813,Requirements,Design,Inquiry,Low,Rejected,12/17/2020,3/25/2020,"Wintheiser, Judd"
3814,Testing,Field,Bug,Medium,Completed,12/18/2020,3/26/2020,"Veum, Angel"
3815,Documentation,Field,Enhancement,Major,pendingReview,12/19/2020,,"Rippin, Kenton"
3816,Design,Coding,Inquiry,High,inProgress,12/20/2020,,"Wyman, Christina"
3817,Requirements,Testing,Bug,High,Completed,3/17/2020,3/25/2020,"Kuhic, Frederick"
3818,Testing,Field,Bug,Medium,Completed,2/27/2020,3/18/2020,"Medhurst, Angie"
3819,Documentation,Field,Enhancement,Major,pendingReview,2/28/2020,,"Hahn, Isobel"
3820,Design,Coding,Inquiry,High,inProgress,3/1/2020,,"Ritchie, Roslyn"
3821,Coding,Testing,Bug,Low,Completed,3/2/2020,3/3/2020,"McGlynn, Raleigh"
3822,Design,Coding,Inquiry,High,inProgress,3/3/2020,,"Weissnat, Aniyah"
3823,Coding,Testing,Bug,Low,Completed,3/4/2020,3/15/2020,"Ebert, Jalyn"
3824,Testing,Field,Enhancement,Medium,Completed,3/5/2020,3/16/2020,"Paucek, Leland"
3825,Design,Testing,Inquiry,Critical,Approved,3/6/2020,,"Mayer, Bethany"
3826,Requirements,Coding,Bug,Critical,inProgress,3/7/2020,,"Prohaska, Brooklyn"
3827,Requirements,Design,Inquiry,Low,Rejected,3/8/2020,3/19/2020,"Rempel, Tad"
3828,Testing,Field,Bug,Medium,Completed,3/9/2020,3/10/2020,"Kuhic, Frederick"
3829,Documentation,Field,Inquiry,Major,pendingReview,3/10/2020,,"Jacobi, Dandre"
3830,Design,Testing,Enhancement,High,Approved,3/11/2020,,"Schinner, Chauncey"
3831,Requirements,Design,Inquiry,Low,Rejected,3/12/2020,3/13/2020,"Veum, Camylle"
3832,Design,Testing,Enhancement,High,Approved,4/11/2020,4/12/2020,"Veum, Waldo"
3833,Requirements,Design,Inquiry,Low,Rejected,4/12/2020,4/13/2020,"Gibson, Emelia"
3834,Testing,Field,Bug,Medium,Completed,4/13/2020,4/14/2020,"Kihn, Jamel"
3835,Documentation,Field,Enhancement,Major,pendingReview,3/14/2020,,"Cruickshank, Treva"
3836,Design,Testing,Inquiry,Critical,Approved,3/15/2020,,"Haley, Summer"
3837,Requirements,Coding,Bug,High,inProgress,7/16/2020,8/24/2020,"Auer, Gust"
3838,Requirements,Design,Inquiry,Low,Rejected,7/17/2020,8/25/2020,"Towne, Kellen"
3839,Testing,Field,Bug,Medium,Rejected,7/18/2020,8/26/2020,"Medhurst, Angie"
3840,Documentation,Field,Enhancement,Major,Rejected,7/19/2020,8/27/2020,"Bergstrom, Cole"
3841,Design,Coding,Inquiry,High,Rejected,7/20/2020,8/28/2020,"Mohr, Reese"
3842,Requirements,Testing,Bug,High,Completed,7/21/2020,8/29/2020,"Wintheiser, Natalia"
3843,Documentation,Field,Inquiry,Major,pendingReview,5/10/2020,,"Schinner, Chauncey"
3844,Design,Testing,Enhancement,High,Approved,5/11/2020,,"Veum, Camylle"
3845,Requirements,Design,Inquiry,Low,Rejected,5/12/2020,5/13/2020,"Kreiger, Layla"
3846,Testing,Field,Bug,Medium,Completed,5/13/2020,5/14/2020,"Mohr, Reese"
3847,Documentation,Field,Enhancement,Major,pendingReview,5/20/2020,,"Hickle, Dortha"
3848,Design,Testing,Inquiry,Critical,Approved,5/21/2020,,"Mueller, Karelle"
3849,Requirements,Coding,Bug,High,inProgress,5/22/2020,,"Prohaska, Brooklyn"
3850,Requirements,Design,Inquiry,Low,Rejected,5/17/2020,5/25/2020,"Hegmann, London"
3851,Testing,Field,Bug,Medium,Completed,5/18/2020,5/26/2020,"Yundt, Mireya"
3852,Documentation,Field,Enhancement,Major,pendingReview,5/19/2020,,"Mohr, Reese"
3853,Design,Coding,Inquiry,High,inProgress,5/20/2020,,"Marvin, Luz"
3854,Requirements,Testing,Bug,High,Completed,5/21/2020,5/25/2020,"Towne, Kellen"
3855,Testing,Field,Bug,Medium,Completed,5/22/2020,5/26/2020,"Auer, Gust"
3856,Documentation,Field,Enhancement,Major,pendingReview,5/27/2020,,"Mueller, Karelle"
3857,Design,Coding,Inquiry,High,inProgress,5/28/2020,,"VonRueden, Timothy"
3858,Coding,Testing,Bug,Low,Completed,5/25/2020,6/3/2020,"Mueller, Karelle"
3859,Design,Coding,Inquiry,High,inProgress,5/26/2020,,"Jones, Margaretta"
3860,Coding,Testing,Bug,Low,Completed,5/27/2020,6/5/2020,"Hagenes, Leatha"
3861,Testing,Field,Enhancement,Medium,Completed,5/28/2020,6/6/2020,"DuBuque, Terrance"
3862,Design,Testing,Inquiry,Critical,Approved,3/6/2020,,"Ziemann, Hillary"
3863,Requirements,Coding,Bug,Critical,inProgress,3/7/2020,,"Mraz, Chanel"
3864,Requirements,Design,Inquiry,Low,Rejected,3/8/2020,3/19/2020,"Hartmann, Kendrick"
3865,Testing,Field,Bug,Medium,Completed,3/9/2020,3/10/2020,"Auer, Gust"
3866,Documentation,Field,Enhancement,Major,pendingReview,4/5/2020,,"Rau, Erica"
3867,Design,Testing,Bug,Critical,Completed,4/6/2020,6/8/2020,"Runte, Jocelyn"
3868,Requirements,Coding,Bug,High,Completed,4/7/2020,6/9/2020,"Corwin, Aurelie"
3869,Requirements,Design,Inquiry,Low,Completed,4/8/2020,,"Haley, Summer"
3870,Testing,Field,Bug,Medium,Completed,4/9/2020,6/11/2020,"Schinner, Chauncey"
3871,Documentation,Field,Enhancement,Major,Completed,4/10/2020,6/12/2020,"Weissnat, Aniyah"
3872,Design,Coding,Inquiry,Low,Completed,4/11/2020,,"Schowalter, Lexie"
3873,Testing,Field,Bug,Medium,Completed,4/12/2020,6/14/2020,"Rippin, Kenton"
3874,Documentation,Field,Enhancement,Major,pendingReview,4/13/2020,,"Donnelly, Reta"
3875,Design,Coding,Inquiry,High,inProgress,4/14/2020,,"Barrows, Floyd"
3876,Documentation,Field,Enhancement,Major,pendingReview,6/5/2020,,"McGlynn, Evans"
3877,Design,Testing,Bug,Critical,Approved,6/6/2020,,"Barrows, Floyd"
3878,Requirements,Coding,Bug,High,pendingReview,6/7/2020,,"Schmidt, Beryl"
3879,Requirements,Design,Inquiry,Low,pendingReview,6/8/2020,,"Wyman, Christina"
3880,Testing,Field,Bug,Medium,pendingReview,6/9/2020,,"Herzog, Adolphus"
3881,Documentation,Field,Enhancement,Major,Completed,6/10/2020,8/3/2020,"Rippin, Kenton"
3882,Design,Coding,Inquiry,Low,Completed,6/11/2020,8/4/2020,"Champlin, Glen"
3883,Testing,Field,Bug,Medium,Completed,6/12/2020,,"Ziemann, Hillary"
3884,Documentation,Field,Enhancement,Major,Rejected,6/13/2020,,"Schinner, Chauncey"
3885,Documentation,Field,Enhancement,Major,Rejected,4/10/2020,8/7/2020,"Hickle, Dortha"
3886,Design,Coding,Inquiry,Low,Completed,4/11/2020,,"Johnston, Raegan"
3887,Testing,Field,Bug,Medium,Completed,4/12/2020,8/9/2020,"Legros, Albertha"
3888,Documentation,Field,Enhancement,Major,Completed,4/13/2020,8/10/2020,"Cruickshank, Treva"
3889,Design,Coding,Inquiry,High,inProgress,4/14/2020,,"Gibson, Emelia"
3890,Coding,Testing,Bug,Low,Completed,3/2/2020,3/3/2020,"Marvin, Leta"
3891,Design,Coding,Inquiry,High,inProgress,3/3/2020,,"Kihn, Jamel"
3892,Coding,Testing,Bug,Low,Completed,3/4/2020,3/15/2020,"Mraz, Chanel"
3893,Testing,Field,Enhancement,Medium,Completed,3/5/2020,3/16/2020,"Grimes, Rubye"
3894,Design,Testing,Inquiry,Critical,Approved,3/6/2020,,"Jacobs, Stephany"
3895,Requirements,Coding,Bug,Critical,inProgress,3/7/2020,,"Roberts, Lenore"
3896,Requirements,Design,Inquiry,Low,Rejected,3/8/2020,3/19/2020,"Mohr, Janie"
3897,Testing,Field,Bug,Medium,Completed,3/9/2020,3/10/2020,"Bayer, Esperanza"
3898,Documentation,Field,Inquiry,Major,pendingReview,3/10/2020,,"Hilll, Sienna"
3899,Design,Testing,Enhancement,High,Approved,3/11/2020,,"Jaskolski, Chesley"
3900,Requirements,Design,Inquiry,Low,Rejected,3/12/2020,3/13/2020,"Kris, Luz"
3901,Testing,Field,Bug,Medium,Completed,2/13/2020,3/7/2020,"Jacobs, Stephany"
3902,Documentation,Field,Enhancement,Major,pendingReview,1/5/2020,,"MacGyver, Earline"
3903,Design,Testing,Bug,Critical,Approved,1/6/2020,,"Lindgren, Carter"
3904,Requirements,Coding,Bug,High,inProgress,1/7/2020,,"Monahan, Cordia"
3905,Requirements,Design,Inquiry,Low,Rejected,1/8/2020,4/3/2020,"Luettgen, Eldora"
3906,Testing,Field,Bug,Medium,Completed,1/9/2020,4/10/2020,"Pfeffer, Dakota"
3907,Documentation,Field,Enhancement,Major,pendingReview,10/10/2020,,"Collins, Santiago"
3908,Design,Coding,Inquiry,Low,inProgress,10/11/2020,,"Bayer, Esperanza"
3909,Testing,Field,Bug,Medium,Completed,10/12/2020,10/15/2020,"Zieme, Eldred"
3910,Documentation,Field,Enhancement,Major,pendingReview,10/13/2020,,"Langosh, Mayra"
3911,Design,Coding,Inquiry,High,inProgress,10/14/2020,,"Hagenes, Myrtice"
3912,Coding,Testing,Bug,Low,Completed,10/15/2020,10/18/2020,"Pfannerstill, Maryse"
3913,Design,Coding,Inquiry,High,inProgress,10/16/2020,,"Reynolds, Sydney"
3914,Coding,Testing,Bug,Low,Completed,10/17/2020,11/20/2020,"Gulgowski, Carey"
3915,Testing,Field,Enhancement,Medium,Completed,10/18/2020,11/21/2020,"Gleason, Piper"
3916,Design,Testing,Inquiry,Critical,Approved,10/19/2020,,"Douglas, Art"
3917,Testing,Field,Bug,Medium,Completed,4/9/2020,6/11/2020,"Muller, Lelah"
3918,Documentation,Field,Enhancement,Major,Completed,4/10/2020,6/12/2020,"Wintheiser, Wilfred"
3919,Design,Coding,Inquiry,Low,Completed,4/11/2020,,"Cremin, Clyde"
3920,Testing,Field,Bug,Medium,Completed,4/12/2020,6/14/2020,"Fay, Cade"
3921,Documentation,Field,Enhancement,Major,pendingReview,4/13/2020,,"Stehr, Judson"
3922,Design,Coding,Inquiry,High,inProgress,4/14/2020,,"Stehr, Judson"
3923,Documentation,Field,Enhancement,Major,pendingReview,6/5/2020,,"Ondricka, Velma"
3924,Design,Testing,Bug,Critical,Approved,6/6/2020,,"Pfeffer, Dakota"
3925,Requirements,Coding,Bug,High,pendingReview,6/7/2020,,"O'Kon, Edmond"
3926,Requirements,Design,Inquiry,Low,pendingReview,6/8/2020,,"Bartell, Ansel"
3927,Testing,Field,Bug,Medium,pendingReview,6/9/2020,,"Effertz, Golden"
3928,Documentation,Field,Enhancement,Major,Completed,6/10/2020,8/3/2020,"Collins, Santiago"
3929,Design,Coding,Inquiry,Low,Completed,6/11/2020,8/4/2020,"Gleichner, Emelia"
3930,Testing,Field,Bug,Medium,Completed,6/12/2020,,"Dibbert, Crystel"
3931,Documentation,Field,Enhancement,Major,Rejected,6/13/2020,,"Kiehn, Abraham"
3932,Documentation,Field,Enhancement,Major,Rejected,4/10/2020,8/7/2020,"Volkman, Monserrat"
3933,Design,Coding,Inquiry,Low,Rejected,4/11/2020,,"Daugherty, Elian"
3934,Testing,Field,Bug,Medium,Completed,4/12/2020,8/9/2020,"Gleason, Piper"
3935,Documentation,Field,Enhancement,Major,Completed,4/13/2020,8/10/2020,"Hermiston, Brenna"
3936,Design,Coding,Inquiry,High,inProgress,4/14/2020,,"Ortiz, Rogers"
3937,Coding,Testing,Bug,Low,Completed,3/2/2020,3/3/2020,"Leuschke, Olen"
3938,Design,Coding,Inquiry,High,inProgress,3/3/2020,,"Towne, Isabel"
3939,Coding,Testing,Bug,Low,Completed,3/4/2020,3/15/2020,"Crist, Antonetta"
3940,Testing,Field,Enhancement,Medium,Completed,3/5/2020,3/16/2020,"Luettgen, Eldora"
3941,Design,Testing,Inquiry,Critical,Approved,3/6/2020,,"Kilback, Ashton"
3942,Requirements,Coding,Bug,Critical,inProgress,3/7/2020,,"Jacobi, Terry"
3943,Requirements,Design,Inquiry,Low,Rejected,3/8/2020,3/19/2020,"Rippin, Rolando"
3944,Testing,Field,Bug,Medium,Completed,3/9/2020,3/10/2020,"Rippin, Rolando"
3945,Documentation,Field,Inquiry,Major,pendingReview,3/10/2020,,"Runolfsson, Olga"
3946,Design,Testing,Enhancement,High,Approved,3/11/2020,,"Douglas, Art"
3947,Requirements,Design,Inquiry,Low,Rejected,3/12/2020,3/13/2020,"Bayer, Esperanza"
3948,Testing,Field,Bug,Medium,Completed,2/13/2020,3/7/2020,"Kiehn, Abraham"
3949,Documentation,Field,Enhancement,Major,pendingReview,1/5/2020,,"McGlynn, Price"
3950,Design,Testing,Bug,Critical,Approved,1/6/2020,,"Grimes, Rubye"
3951,Requirements,Coding,Bug,High,inProgress,1/7/2020,,"Yost, Delphia"
3952,Requirements,Design,Inquiry,Low,Rejected,1/8/2020,4/3/2020,"Mertz, Nola"
3953,Testing,Field,Bug,Medium,Completed,1/9/2020,4/10/2020,"Bayer, Esperanza"
3954,Documentation,Field,Enhancement,Major,pendingReview,10/10/2020,,"Buckridge, Josue"
3955,Design,Coding,Inquiry,Low,inProgress,10/11/2020,,"Bartell, Ansel"
